,search,searched,category,contents
10,협심증,당뇨병,증상,당뇨병의 4대 증상  1. 다뇨 2. 다음 3. 다갈 4. 다식  이것은 스스로 느끼는 최초의 증상으로 많은 양의 소변을 보게 되니까 자연히 갈증이 심해지고  그로 인해 물을 많이 마시게 된다. 그리고 항상 배가 고파서 아무리 먹어도 공복감이 생긴다.  그 외에 체중 감소  쇠약감 등을 호소할 수 있다. 인슐린 의존형 당뇨병에서는 체중의 감소가 아주 심하지만  인슐린 비의존형 당뇨병에서는 약간의 체중 감소가 있을 뿐 흔히 비만한 채로 남아있는 경우가 흔하다.  여성에서는 당뇨로 인해 음부의 가려움증을 호소하는 경우가 흔한데  환자들이 호소하는 증상 중에는 종아리의 경련이나 손가락 끝의 저림 등 비특이적인 것들도 있다. 일반적으로 경련은 흔히 밤에 심하고  발저림의 증상이 발끝에는 잘 생기지 않는것이 특징이다.  변비도 가끔 환자들이 호소하는 증상이며  고혈당으로 안구의 렌즈 굴곡도가 달라져 시력이 떨어지기도 한다.  합병증  당뇨병을 치료하지 않고 그대로 두면 인체 내 여러 곳에 나쁜 영향을 미쳐 치료하기 어려운 합병증이 발생되어 위험한 상태가 될 수 있으므로 조기 진단에 의해 올바른 치료를 계속해야 한다.  1. 혼수 2. 눈의 출혈  백내장  시력장애  망막증 3. 신부전증 4. 신경병증 (팔 다리의 감각상실  수족냉증  야간 통증  경련 등) 5. 상처 치유의 지연 6. 고혈압 7. 고지혈증 8. 동맥경화증 9. 관상동맥 경화증  협심증 10. 감염증(폐렴  칸디다 질염  종기 등)  부스럼  가려움증  또한 위와 장의 자율신경계에 신경병증이 오게 되면 속이 더부룩하고 구토  변비 설사가 일어나기도 하며  방광이나 직장에 오면 대소변을 자신의 의지와 관계없이 보게 되는 요실금이나 대변실금을 나타낼 수 있다.  그 외의 모든 신경에 신경병증을 일으킬 수 있고  그에 따라 여러 가지 증상이 나타날 수 있다.
11,협심증,편두통,증상,전형적인 편두통은 전구증상으로 갑자기 눈 앞에 번쩍거리는 느낌이 있고  눈이 피로해지고  시야가 흐려지고  한쪽 또는 양쪽 팔다리에 감각의 이상 등 국소 신경 증상이 나타난다. 그러나 대부분의 경우 분명한 전구 증상을 알기는 힘들고  뇌동맥이 확장하게 되면 편두통을 느끼게 된다.  편두통은 발작적으로 짧게 그리고 맥박이 뛰는 것과 함께 통증을 느끼게 되고  흔히 오심이나 구토  광선 공포  전신무력  시야 흐림  이상 감각  현훈(어지러움) 등의 증상들이 동반될 수 있다.  통증은 대개 24~48시간 동안 지속되며  몇 주 또는 몇 달 간격으로 발생하는 주기성을 가지는 경우도 있다.
12,협심증,협심증,증상,가장 중요한 증상은 흉통이다. 흔히 빨리 걷거나 언덕을 오르거나 힘든 일을 할 때  추운 날 따뜻한 실내에 있다가 갑자기 밖으로 나갈 때에 앞가슴의 한가운데를 압박하거나  조이거나 쥐어짜는 듯한 통증으로 나타난다. 이와 함께 어깨나 팔  목  턱으로 통증이 뻗치는 경우도 있고  목을 압박하는 듯한 증상이나 치통을 느끼는 수도 있다.  통증이 심한 경우에는 기운이 빠지면서 진땀이 나고  호흡곤란  울렁거림  가슴이 뛰는 증상을 동반할 수 있다. 한편 고령자나 당뇨병 환자의 경우에는 흉통이 없이 유난히 숨이 찬 증상만으로 나타나기도 한다.  통증의 지속시간은 협심증의 종류에 따라 다소 다르지만  몇 초 또는 몇 분(보통 3~10분)이고  15분 이상은 드물다. 빈도도 여러 가지로 하루에 몇 번씩 발작하는 것과 며칠 또는 몇 개월 만에 발작하는 것도 있다. 협심증은 통증 이외에 별다른 증상은 없다. 협심증 발작이라는 것은 악화되지 않았다 하더라도 비교적 가볍고  금방 괜찮아지기 때문에 그냥 방치하기 쉽다. 그러나 위험성이 높은 질환이므로 일단 증상을 자각했으면 무엇보다도 의사의 진찰을 받는 것이 증상을 악화시키지 않는 방법이다.
13,관절염,골다공증,골다공증은 어떻게 진단하나요?,척추나 대퇴골의 골밀도 검사(이중 에너지 방사선 흡수법(DXA))로 골다공증을 진단할 수 있다. 세계보건기구(WHO)에서는 젊은 성인군 평균치의 2.5 표준편차 이하의 골밀도(T 점수 -2.5 이하)를 골다공증으로  1~2.5표준편차 사이의 골밀도(T 점수 -1.0~-2.5)를 골다공증의 전단계인 골감소증으로 진단한다. 그러나 골감소증이라고 해서 골다공증보다 상태가 좋은 것이라고 안심하면 안 된다.  예를 들면 70대 여성은 T 점수가 -2.0으로 골감소증이어도 T-점수가 -2.5인 50대 골다공증 환자보다 골절의 확률이 더 높으므로 골다공증 치료를 받아야 한다.  또한 폐경 전 여성이나 젊은 남성에서 골다공증이 진단된 경우는 이차적인 원인에 의해서 골다공증이 발생했을 가능성이 높기 때문에 무조건 골다공증 약을 복용하기보다 원인질환을 찾아서 치료하는 것이 더 시급하다. 때문에 전문의의 도움을 받아 골밀도 검사 및 골절이 발생할 수 있는 위험요인을 잘 평가해서 필요한 경우 조기에 치료를 시작하는 것이 중요하다.
14,관절염,당뇨병,증상,당뇨병의 4대 증상  1. 다뇨 2. 다음 3. 다갈 4. 다식  이것은 스스로 느끼는 최초의 증상으로 많은 양의 소변을 보게 되니까 자연히 갈증이 심해지고  그로 인해 물을 많이 마시게 된다. 그리고 항상 배가 고파서 아무리 먹어도 공복감이 생긴다.  그 외에 체중 감소  쇠약감 등을 호소할 수 있다. 인슐린 의존형 당뇨병에서는 체중의 감소가 아주 심하지만  인슐린 비의존형 당뇨병에서는 약간의 체중 감소가 있을 뿐 흔히 비만한 채로 남아있는 경우가 흔하다.  여성에서는 당뇨로 인해 음부의 가려움증을 호소하는 경우가 흔한데  환자들이 호소하는 증상 중에는 종아리의 경련이나 손가락 끝의 저림 등 비특이적인 것들도 있다. 일반적으로 경련은 흔히 밤에 심하고  발저림의 증상이 발끝에는 잘 생기지 않는것이 특징이다.  변비도 가끔 환자들이 호소하는 증상이며  고혈당으로 안구의 렌즈 굴곡도가 달라져 시력이 떨어지기도 한다.  합병증  당뇨병을 치료하지 않고 그대로 두면 인체 내 여러 곳에 나쁜 영향을 미쳐 치료하기 어려운 합병증이 발생되어 위험한 상태가 될 수 있으므로 조기 진단에 의해 올바른 치료를 계속해야 한다.  1. 혼수 2. 눈의 출혈  백내장  시력장애  망막증 3. 신부전증 4. 신경병증 (팔 다리의 감각상실  수족냉증  야간 통증  경련 등) 5. 상처 치유의 지연 6. 고혈압 7. 고지혈증 8. 동맥경화증 9. 관상동맥 경화증  협심증 10. 감염증(폐렴  칸디다 질염  종기 등)  부스럼  가려움증  또한 위와 장의 자율신경계에 신경병증이 오게 되면 속이 더부룩하고 구토  변비 설사가 일어나기도 하며  방광이나 직장에 오면 대소변을 자신의 의지와 관계없이 보게 되는 요실금이나 대변실금을 나타낼 수 있다.  그 외의 모든 신경에 신경병증을 일으킬 수 있고  그에 따라 여러 가지 증상이 나타날 수 있다.
15,관절염,전박골 골절,증상,전박골 한개만 골절되었을 때는 쉽게 인지가 안된다. 손가락을 움직일 때 압통이 있고 이상운동이 있다. 두개 다 골절일 때는 골절 증상을 초래할 수 있다.
16,관절염,턱디스크(측두하악관절장애),증상,증상으로는 주로 염증이 발생한 부위의 턱 관절 뿐만 아니라 귀 부분에 걸쳐 통증이 나타나며  음식을 씹는 등 턱을 움직일 때 통증이 더욱 심해진다. 또한 두통이나 얼굴통증을 호소하며 아래턱의 움직임 제한  비대칭적인 아래턱 움직임  딱 소리 나거나 지글지글 소리가 나는 다양한 관절잡음이 나타난다. 증병의 정도에 따라 염증 부위에 약한 정도로 부어 오른 것이 관찰될 경우도 있다. 하지만 적절한 치료를 받지 않고 방치하여 병이 진행한 경우에는 위  아래 치아가 정확히 맞지 않아 입이 완전히 다물어지지 않을 수도 있다.
17,당뇨병,감기,증상,감염된 바이러스의 종류에 따라서도  또 호흡기의 어느 곳이 주로 침해되었느냐에 따라서도 증세는 달라진다.  일반적으로 감기의 흔한 증상은 콧물이 나오고 코가 막히며 가래를 동반한 기침 등의 호흡기 증상과 목에 염증이 생기며 열이 나고  기운이 없으면서 온몸이 쑤시고 아픈 전신 증상이 있다.  1. 코감기  코감기는 리노바이러스에 의해 나타나는 가장 흔한 감기이다. 증상은 주체할 수 없을 정도로 많은 콧물이 나고  코가 간지러우면서 재채기가 많이 나며  코막힘  두통  미열 등이 있을 수 있다.  2. 목감기  목감기는 주로 아데노바이러스에 의한 감기로 목안쪽의 인두에 염증을 일으켜서 목안이 충혈되고  목이 붓고 아프며  간질간질 하고 심한 경우는 목이 잠겨서 목소리가 잘 나오지 않을 정도로 쉬게 되고 때로는 눈꼽도 낄 수 있다.  목감기시 흔히 열은 섭씨 약 38도이고 두통이 있고  관절통이 있고  피로하고  기운이 없고 온몸과 팔다리가 쑤시고 아픈 증상이 있어서 “몸살감기”라고도 한다.  3. 기타  그 외에도 파라인플루엔자 바이러스는 급성 후두염을 잘 일으켜서 목이 쉬고  개짖는 듯한 컹컹하는 기침 증상을 나타낸다.  RS바이러스는 폐의 작은 기관지에 급성 모세기관지염을 일으켜서 주로 밤잠을 못잘 정도로 심한 기침과 많은 양의 가래를 뱉는 증상을 일으키며 호흡곤란까지 일으킨다.  4. 유행성 독감  인플루엔자 바이러스에 의한 유행성 독감은 일반적인 감기 증상과 달라서 아주 심한 고열과 춥고 떨리는 오한이 나면서  온몸의 뼈마디가 쑤시는 몸살 증세가 나타나고  객담이 별로 없는 마른 기침 등의 증상이 나타난다.  대개는 발열이나 오한과 함께 여러 가지 증상이 복합적으로 나타나게 되며  드물게는 결막염이나 설사가 같이 동반되기도 한다.  감기는 대부분 1주일 정도면 가라앉지만 심한 경우에는 한 달 이상 지속되어 합병증을 유발할 수 있으므로 안정을 취하면서 충분한 영양 섭취를 하는 것이 좋다.  영  유아에서는 발열  기침 등의 염증 증상 외에도 급격하게 호흡곤란에 빠져들 때가 있으므로  아이가 감기에 걸렸을 때에는 호흡의 상태를 주의해서 살펴야 한다.   # 합병증  옛날부터 감기는 만병의 근원이라고 전하여 왔다. 이는 감기를 대수롭지 않게 소홀히 하면 합병증을 일으키고 또는 생명에 위독한 질병도 처음에는 마치 감기처럼 시작하기 때문이다.  감기의 주요 3대 합병증으로서 중이염  축농증(부비동염)  기관지염이 있고  그외 비염  폐렴  뇌막염(무균성 뇌수막염)등이 있다.  감기 증상이 3주 이상 지속되거나 청력감소  귀의 통증  코가 목 뒤로 넘어가는 증상인 후비루  만성기침 등의 증상이 있는 경우 합병증을 의심해 볼 수 있다.  만성 기관지염  기관지 천식  기관지 확장증 등 만성 폐쇄성 폐질환을 가지고 있는 환자는 감기에 걸려 증상이 더 악화되고  급성 호흡부전을 일으킬 수 있다.  심장판막증 등 심장병을 가진 환자가 감기에 걸리면 울혈성 심부전증으로 호흡곤란 등 증상이 심해질 수 있으므로 특별히 주의해야 한다.  때로는 1년 내내 콧물  재채기  기침  눈가려움증 등으로 고생한다고 하는 환자는 감기라기 보다는 “알레르기성 비염”일 가능성이 많다.  특히 노인의 경우는 합병증이 생겨도 겉으로는 증상이 뚜렷하지 않은 경우가 많으므로 감기로 오랫동안 시름시름 앓으면 반드시 전문의의 진단을 받아보아야 한다.
18,당뇨병,고혈압,증상,30세 이상 한국인 1백 명 가운데 10~15명은 고혈압을 가지고 있다. 그러나 이들 고혈압 환자의 20%만이 자신이 고혈압임을 알고 있다. 그것은 고혈압의 특별한 증상이 거의 없기 때문이다. 그래서 특별한 치료 없이 방치되는 경우가 많다.  단지 혈압이 갑자기 올라가면 두통  어지러움  졸립거나 의식장애  손과 발의 감각장애나 마비  호흡 곤란  가슴 통증  얼굴과 사지의 부종 등의 증상이 나타날 수 있다.  그러나 고혈압을 치료하지 않고 방치할 경우 심장 뿐만이 아니라 혈관이 있는 우리 신체 내의 전기관에 광범위한 합병증이 생길 수 있다.  심장이 과도한 일을 해야 하므로 심부전이 생기고  관상동맥의 동맥경화를 유발시켜 협심증이나 심근경색증이 생긴다. 지속적인 신장기능의 저하로 신부전을 유발시키고  눈의 혈관에 합병증이 생기면 심할 경우 실명할 수도 있다. 그리고 뇌로 가는 혈관을 손상시켜서 뇌졸중의 위험도를 증가시킨다.  이런 여러 가지 합병증은 일단 생기면 완치가 불가능하므로 합병증이 생기기 전에 적절한 치료를 받아야 합병증 발생을 예방하고 악화를 방지할 수 있다. 또한 처음 고혈압을 진단 받을 당시에 이러한 합병증의 유무에 대해서도 검사를 받아야 한다.
19,당뇨병,골다공증,골다공증은 어떻게 진단하나요?,척추나 대퇴골의 골밀도 검사(이중 에너지 방사선 흡수법(DXA))로 골다공증을 진단할 수 있다. 세계보건기구(WHO)에서는 젊은 성인군 평균치의 2.5 표준편차 이하의 골밀도(T 점수 -2.5 이하)를 골다공증으로  1~2.5표준편차 사이의 골밀도(T 점수 -1.0~-2.5)를 골다공증의 전단계인 골감소증으로 진단한다. 그러나 골감소증이라고 해서 골다공증보다 상태가 좋은 것이라고 안심하면 안 된다.  예를 들면 70대 여성은 T 점수가 -2.0으로 골감소증이어도 T-점수가 -2.5인 50대 골다공증 환자보다 골절의 확률이 더 높으므로 골다공증 치료를 받아야 한다.  또한 폐경 전 여성이나 젊은 남성에서 골다공증이 진단된 경우는 이차적인 원인에 의해서 골다공증이 발생했을 가능성이 높기 때문에 무조건 골다공증 약을 복용하기보다 원인질환을 찾아서 치료하는 것이 더 시급하다. 때문에 전문의의 도움을 받아 골밀도 검사 및 골절이 발생할 수 있는 위험요인을 잘 평가해서 필요한 경우 조기에 치료를 시작하는 것이 중요하다.
20,당뇨병,뇌경색,증상,증상은 막힌 부위에 따라 다양하게 나타날 수 있는데 반신마비  감각이상  언어장애 등이 흔하고 뇌혈관의 끝부분이 막힌 경우는 뇌의 좁은 부위에만 경색이 국한되기 때문에 뇌압 상승이 비교적 경미하여 약물치료만으로 뇌압조절이 가능하나  뇌혈관의 굵은 부위가 막힌 경우는 한쪽 뇌가 대부분 혈액공급을 받지 못해 망가지게 되고 따라서 심한 뇌압의 상승을 유발하게 된다. 이럴 경우 뇌압조절을 위해 뇌수술을 요하게 되는데 심한 경우는 수술로써도 큰 효과를 기대하기 어렵다.  종류에 따른 증상  1. 뇌혈전  뇌의 동맥에 동맥경화가 있으며 내강이 좁아지고  그 부위에 혈액의 체중이 생긴다. 그 때문에 혈전이 생기어 내강을 폐색해 버리는 것이 뇌혈전이다.  보통은 안면을 포함한 한쪽 손발의 마비나 감각의 저하가 생긴다. 혀가 잘 돌지 않는 수가 많고  실어증을 일으키는 수도 있으며  때로는 의식장애가 서서히 심하게 되어 혼수상태에 빠지는 수도 있다.  2. 뇌색전  뇌 이외의 부위에 발생한 혈전(심장질환이 있을 경우에 생기기 쉽다)  세균  종양  지방 따위의 덩어리가 혈액 속에 흘러 들어서  뇌의 동맥에 걸려 폐색시키는 것을 말한다.  뇌혈전과 거의 같은 증세가 나타나지만  갑자기 일어나서  증세가 몇 분만에 나타나는 것이 특징으로  뇌혈전과 같이 시간이 흐름에 따라 서서히 심해지는 경우는 흔치 않다.  3. 출혈성 뇌경색  뇌경색을 일으켜도 막힌 혈전 따위가 자연히 녹아서  다시 혈액이 흐르게 되는 수가 있다. 그렇게 되면 폐색되어 있던 부위에서 앞쪽의 동맥을 혈액이 흘러오지 않았기 때문에 장애되어 있었으므로  혈류가 재개되면 약해진 동맥벽에서 혈액이 배어나와 뇌 속으로 출혈하게 된다. 이것을 출혈성 뇌경색이라고 한다.  자리잡고 있던 뇌경색의 병세가 며칠 있다가 갑자기 악화되었을 때에는 출혈성 뇌경색의 가능성이 있지만  증세가 가벼운 경우에는  CT 스캔이나 뇌혈관 촬영 따위를 하지 않으면 분명하게 알 수 없는 수도 있다.
21,당뇨병,당뇨병,증상,당뇨병의 4대 증상  1. 다뇨 2. 다음 3. 다갈 4. 다식  이것은 스스로 느끼는 최초의 증상으로 많은 양의 소변을 보게 되니까 자연히 갈증이 심해지고  그로 인해 물을 많이 마시게 된다. 그리고 항상 배가 고파서 아무리 먹어도 공복감이 생긴다.  그 외에 체중 감소  쇠약감 등을 호소할 수 있다. 인슐린 의존형 당뇨병에서는 체중의 감소가 아주 심하지만  인슐린 비의존형 당뇨병에서는 약간의 체중 감소가 있을 뿐 흔히 비만한 채로 남아있는 경우가 흔하다.  여성에서는 당뇨로 인해 음부의 가려움증을 호소하는 경우가 흔한데  환자들이 호소하는 증상 중에는 종아리의 경련이나 손가락 끝의 저림 등 비특이적인 것들도 있다. 일반적으로 경련은 흔히 밤에 심하고  발저림의 증상이 발끝에는 잘 생기지 않는것이 특징이다.  변비도 가끔 환자들이 호소하는 증상이며  고혈당으로 안구의 렌즈 굴곡도가 달라져 시력이 떨어지기도 한다.  합병증  당뇨병을 치료하지 않고 그대로 두면 인체 내 여러 곳에 나쁜 영향을 미쳐 치료하기 어려운 합병증이 발생되어 위험한 상태가 될 수 있으므로 조기 진단에 의해 올바른 치료를 계속해야 한다.  1. 혼수 2. 눈의 출혈  백내장  시력장애  망막증 3. 신부전증 4. 신경병증 (팔 다리의 감각상실  수족냉증  야간 통증  경련 등) 5. 상처 치유의 지연 6. 고혈압 7. 고지혈증 8. 동맥경화증 9. 관상동맥 경화증  협심증 10. 감염증(폐렴  칸디다 질염  종기 등)  부스럼  가려움증  또한 위와 장의 자율신경계에 신경병증이 오게 되면 속이 더부룩하고 구토  변비 설사가 일어나기도 하며  방광이나 직장에 오면 대소변을 자신의 의지와 관계없이 보게 되는 요실금이나 대변실금을 나타낼 수 있다.  그 외의 모든 신경에 신경병증을 일으킬 수 있고  그에 따라 여러 가지 증상이 나타날 수 있다.
22,당뇨병,돌연사,예방 및 치료,일반인도 간단한 응급 구조법을 익히는 것이 좋다 돌연사의 치료는 응급 구조 조치로 생명을 유지시켜 환자를 병원에 이송하는 것이 급선무입니다. 돌연사가 발생하면 다른 사람들에게 급히 알려 구조를 청하고 돌연사가 확인되는 즉시 규정된 방법에 따라 심장 마사지와 인공 호흡을 시키는 심폐 소생술을 시작합니다.  기계나 약물을 사용치 않고 시행하는 기초적 생명 유지 방법은 보다 전문적인 생명 유지팀이 도착할 때까지 생명을 유지시키며 시간을 버는 데 목적이 있습니다. 기초 생명 유지에 무엇보다 중요한 것은 정식으로 교육을 받아 심폐 소생술을 시행할 수 있는 구조자가 있어야 한다는 점입니다. 따라서 의학 선진국에서는 의료인은 물론 일반인도 이에 대한 교육과 훈련을 받는 경우가 많습니다. 전문적인 생명 유지 방법은 제세동기(치사 부정맥을 전기 자극으로 제거하여 정상화시키는 기계)  인공 호흡기  산소 및 혈압과 순환을 돕는 약제를 사용하여 소생 성공률을 높이는 것입니다.  돌연사가 발생한 후 제세동과 심폐 소생술을 빨리할수록 생명을 유지할 가능성이 높아집니다. 치사 부정맥이 생긴 1분 내에 치료하면 성공률이 80% 이상인데 반하여 10분이 지나면 성공률은 10%에도 미치지 못합니다. 일반적으로 빠른 시간 내에 전문적 생명 유지팀이 도달하면 소생 성공률은 대상 환자와 소생팀의 능력에 따라 다르나 평균 20~30% 에 달합니다. 그러나 훈련이 잘 되지 않고 조직력이 미약한 소생팀이거나 환자에로의 접근이 어려운 도심에서는 소생 성공률이 많이 떨어집니다.  심장의 구조적  기능적 결함을 찾아 치료해야 한다  생명이 유지되어 병원으로 이송된 돌연사 생존자는 안정화 단계를 거쳐 돌연사를 일으키는 심장의 구조적 및 기능적 결함을 찾아내어 치료해야 합니다. 진행된 관상동맥경화가 있는 경우 좁아진 혈관을 개통해 주는 풍선 및 스텐트요법 또는 우회로 수술이 필요할 수 있습니다. 심근 허혈을 경감시키는 약물 치료가 병행되며 핼액 응고 방지제 또는 항혈소판제가 사용되기도 합니다.  돌연사의 예방은 이를 일으키는 여러 요소와 단계에 따라 다릅니다. 관상동맥경화증의 콜레스테롤 종기 파열을 예방하려면 콜레스테롤 강하제를 사용하여 죽상반을 안정화시켜야 합니다. 육체적 및 정신적 스트레스나 교감신경계의 흥분은 베타차단제의 사용으로 많이 줄어들 수 있습니다. 돌연사 발생의 불씨를 조장하는 흡연은 중단되어야 하며 당뇨병은 적절히 조절되어야 하고 정신적 스트레스를 해결하는 방법도 개선시켜야 합니다.  약물 치료에도 불구하고 재발되는 치사 부정맥 환자에게는 자동 심율동 전환기-제세동기를 심장 속에 심어 줍니다.
23,당뇨병,소아당뇨,증상,당뇨병의 3대증상은 다뇨  다음  다식으로 소변내 당이 함께 나옴으로 소변농도가 진하여 삼투압으로 체내수분을 빨아당겨 소변량이 많아진다(다뇨 多尿).  그리하여 밤에 오줌을 싸는 야뇨증의 형태로 나타나는 경우가 생긴다. 소변량이 많아지는 것은 그만큼 수분이 함께 빠져 나간 것으로 탈수가 되어 물을 많이 마시게 된다(다음 多飮). 소변으로 당이 빠져나가는 것은 칼로리가 빠져나가는 것으로 칼로리를 보충하기위해 많이 먹으려고 한다(다식 多食).  많이 먹지만 세포 내로 에너지화 되어 저장되지 못함으로 더욱 혈당이 증가되고 또 당으로 거의 모두 소변을 통하여 배설되기 때문에 체중이 10-30%까지도 감소 할 수 있다.  그리고 안색이 좋지않으며 피곤을 자주 느낀다. 여자아이에서는 요도염이나 질염이 나타난다. 10-25%에서는 감기증상이 있다가 갑자기 복통  구토를 하면서 고혈당의 상태가 오래 계속되거나 갑자기 악화되면 의식장애가 생기며 혼수상태에 빠져 병원에 가서야 케토성 산독증이라고 처음으로 진단되는 경우가 있다. 이때는 숨에서 아세톤 냄새가 난다.  이 밖에 성격변화  전신 쇠약감  시력약화  성적이 떨어지며  두통  불안감  흉통  설사나 변비  탈력  여윔  현기증  숨참  목마름  피부의 건조  공복감  손발 저림이나 아픔 등의 말초신경증세 등의 증세가 나타나는 일이 있다. 또 바이러스나 세균 등에 대한 저항력이 약해져서 여러 가지 감염증에 걸리기 쉬워진다   소아에서 발병된 당뇨병은 증상이 성인과는 달리 대개 1-2개월로 비교적 급성으로 발<병한다.   [합병증] 혈당조절을 위해 인슐린주사  식사요법 및 운동요법을 하지만 정상인에 비해 혈당의 변화가 심하므로 대사장애로 인해 합병증이 초래된다.  이러한 합병증은 혈당조절 상태와 밀접한 관계가 있으며 당뇨병의 발병 후 기간과 관계가 있다. 즉 혈당조절이 잘되지 않을수록  당뇨병 발병기간이 길수록 합병증이 잘 생긴다.  당뇨병의 합병증은 크게 짧은 기간의 합병증과 장기간의 합병증으로 구분된다. 짧은 기간의 합병증으로서는 저혈당증과 케톤성 산독증이다.  장기간 합병증은 눈  신장 및 신경에 병변이 생기는 미세혈관합병증과 관상동맥(심장근육에 분포하는 혈관)이나 대동맥이 좁아지는 혈관합병증이 있다.  통계에 의하면 당뇨병이 발병되고 10년이 지나면 망막병변  신장병변이나 신경병변이 초래됩니다. 망막병변은 망막에 출혈이 있은 후 흡수되면서 섬유화가 되어 병변이 생겨 시력장애가 초래되며  신장병변은 초기에는 미세알부민뇨  후에 알부민뇨로 이행되며 신장기능이 점차로 나빠져 이식수술이 필요하게 된다.  신경병변은 당이 솔비톨로 전환되어 축적되어 신경에 변화가 초래되어 감각이상이 나타난 통증이 심하거나 감각이 없는 경우가 생긴다. 그리하여 심한 상처를 받기가 쉬우며 혈관장애까지 동반되면 사지전단까지 가는 경우도 있다.  이러한 합병증들의 초기에 혈당조절을 엄격히 하고 혈압조절을 잘하면 다시 정상상태로 전환될 수 있다. 당뇨병환자에서 흡연을 할 경우 심혈관 순환장애가 심해져 심경색증이 초래될 가능성이 더욱 많다.
